Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Daily Observation Table for January 1 2018 to December 31 2018
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Avg Temp,Avg Temp Flag,Avg Bare Soil Temp,Avg Bare Soil Temp Flag,Avg Wind Speed,Avg Wind Speed Flag,Total Solar Rad,Total Solar Rad Flag,Wind Chill,Wind Chill Flag
Ada,47.32119,-96.51406,910,2018,04,07,15.972,,29.223,,4.754,,579.554,,9.259,
Ada,47.32119,-96.51406,910,2018,04,08,23.043,,30.248,,6.199,,285.012,,16.514,
Ada,47.32119,-96.51406,910,2018,04,09,27.707,,30.863,,6.023,,471.721,,20.072,
Ada,47.32119,-96.51406,910,2018,04,10,34.188,,31.178,,7.566,,441.593,,25.562,
Ada,47.32119,-96.51406,910,2018,04,11,34.787,,31.350,,3.836,,299.961,,30.898,
Ada,47.32119,-96.51406,910,2018,04,12,35.816,,31.471,,7.260,,248.223,,28.237,
Ada,47.32119,-96.51406,910,2018,04,13,32.517,,31.609,,15.772,,384.172,,20.697,
Ada,47.32119,-96.51406,910,2018,04,14,30.298,,31.737,,14.725,,349.050,,18.411,
Ada,47.32119,-96.51406,910,2018,04,15,31.194,,31.753,,11.616,,384.514,,19.221,
Ada,47.32119,-96.51406,910,2018,04,16,33.265,,32.045,,8.834,,607.518,,24.477,
Ada,47.32119,-96.51406,910,2018,04,17,39.017,,34.994,,7.234,,589.378,,34.335,
Ada,47.32119,-96.51406,910,2018,04,18,42.818,,37.774,,8.607,,589.693,,37.286,
Ada,47.32119,-96.51406,910,2018,04,19,42.563,,40.579,,3.361,,613.857,,40.644,
Ada,47.32119,-96.51406,910,2018,04,20,44.631,,42.388,,6.485,,588.722,,41.892,
Ada,47.32119,-96.51406,910,2018,04,21,47.642,,44.038,,8.659,,576.314,,44.141,
Ada,47.32119,-96.51406,910,2018,04,22,49.971,,45.653,,11.617,,600.226,,48.198,
Ada,47.32119,-96.51406,910,2018,04,23,53.388,,48.954,,8.169,,600.827,,49.787,
Ada,47.32119,-96.51406,910,2018,04,24,41.850,,48.059,,12.231,,581.555,,41.600,
Ada,47.32119,-96.51406,910,2018,04,25,46.288,,46.530,,11.283,,583.114,,46.164,
Ada,47.32119,-96.51406,910,2018,04,26,48.710,,50.073,,13.189,,632.839,,44.861,
Ada,47.32119,-96.51406,910,2018,04,27,42.098,,49.285,,15.101,,589.751,,41.557,
Ada,47.32119,-96.51406,910,2018,04,28,41.919,,50.217,,6.900,,670.269,,43.797,
Ada,47.32119,-96.51406,910,2018,04,29,56.199,,53.149,,20.830,,631.671,,56.407,
Ada,47.32119,-96.51406,910,2018,04,30,59.727,,59.010,,16.754,,481.407,,60.581,
Ada,47.32119,-96.51406,910,2018,05,01,40.688,,48.470,,9.039,,182.964,,34.547,
Ada,47.32119,-96.51406,910,2018,05,02,50.128,,51.565,,6.147,,625.223,,49.383,
Ada,47.32119,-96.51406,910,2018,05,03,52.710,,57.379,,4.236,,664.310,,56.519,
Ada,47.32119,-96.51406,910,2018,05,04,60.756,,59.376,,8.287,,615.633,,60.160,
Ada,47.32119,-96.51406,910,2018,05,05,63.408,,59.482,,8.143,,488.961,,63.187,
Ada,47.32119,-96.51406,910,2018,05,06,59.448,,60.622,,6.211,,620.936,,62.150,
Ada,47.32119,-96.51406,910,2018,05,07,63.944,,60.876,,8.046,,424.252,,64.718,
Ada,47.32119,-96.51406,910,2018,05,08,55.715,,56.605,,9.607,,36.165,,56.503,
Ada,47.32119,-96.51406,910,2018,05,09,52.381,,54.547,,9.940,,335.134,,48.545,
Ada,47.32119,-96.51406,910,2018,05,10,42.105,,49.270,,6.874,,550.148,,38.943,
Ada,47.32119,-96.51406,910,2018,05,11,46.976,,51.629,,4.949,,594.137,,48.735,
Ada,47.32119,-96.51406,910,2018,05,12,54.832,,56.161,,4.130,,492.672,,55.784,
Ada,47.32119,-96.51406,910,2018,05,13,62.807,,59.598,,6.956,,501.516,,63.647,
Ada,47.32119,-96.51406,910,2018,05,14,65.390,,62.833,,8.158,,638.857,,65.021,
Ada,47.32119,-96.51406,910,2018,05,15,60.990,,62.044,,8.065,,694.220,,64.782,
Ada,47.32119,-96.51406,910,2018,05,16,73.931,,67.483,,11.078,,623.510,,72.320,
Ada,47.32119,-96.51406,910,2018,05,17,57.038,,60.763,,13.095,,230.204,,57.164,
Ada,47.32119,-96.51406,910,2018,05,18,59.410,,56.330,,12.168,,246.857,,50.451,
Ada,47.32119,-96.51406,910,2018,05,19,54.685,,56.179,,15.874,,716.155,,50.267,
Ada,47.32119,-96.51406,910,2018,05,20,53.102,,59.702,,3.650,,733.542,,56.171,
Ada,47.32119,-96.51406,910,2018,05,21,57.988,,62.512,,7.605,,628.737,,61.066,
Ada,47.32119,-96.51406,910,2018,05,22,64.328,,66.301,,6.466,,584.273,,65.990,
Ada,47.32119,-96.51406,910,2018,05,23,73.211,,67.988,,10.649,,448.648,,72.646,
Ada,47.32119,-96.51406,910,2018,05,24,78.557,,69.025,,11.047,,509.693,E,77.308,
Ada,47.32119,-96.51406,910,2018,05,25,76.184,E,70.812,E,7.380,E,597.647,E,77.647,E
Ada,47.32119,-96.51406,910,2018,05,26,74.093,,70.798,,9.908,,686.224,,77.159,
Ada,47.32119,-96.51406,910,2018,05,27,70.682,,67.363,,7.734,,260.722,,69.699,
Ada,47.32119,-96.51406,910,2018,05,28,75.452,,69.994,,9.581,,568.444,,76.496,
Ada,47.32119,-96.51406,910,2018,05,29,76.892,,71.338,,11.886,,546.079,,77.890,
Ada,47.32119,-96.51406,910,2018,05,30,70.313,,69.461,,7.859,,337.370,,69.477,
Ada,47.32119,-96.51406,910,2018,05,31,69.746,,69.825,,8.173,,565.831,,69.154,
Ada,47.32119,-96.51406,910,2018,06,01,66.929,,72.388,,14.466,,563.600,,67.637,
Ada,47.32119,-96.51406,910,2018,06,02,59.135,,64.311,,13.062,,175.264,,58.351,
Ada,47.32119,-96.51406,910,2018,06,03,61.880,,62.496,,13.042,,602.953,,59.683,
Ada,47.32119,-96.51406,910,2018,06,04,64.726,,67.577,,6.116,,718.968,,66.689,
Ada,47.32119,-96.51406,910,2018,06,05,68.063,,71.711,,9.374,,676.122,,69.682,
Ada,47.32119,-96.51406,910,2018,06,06,64.301,,70.981,,9.319,,690.133,,65.466,
Ada,47.32119,-96.51406,910,2018,06,07,63.212,,69.569,,6.871,,634.087,,65.230,
Ada,47.32119,-96.51406,910,2018,06,08,69.989,,69.301,,12.056,,388.661,,70.082,
Ada,47.32119,-96.51406,910,2018,06,09,78.071,,72.845,,7.752,,589.115,,74.029,
Ada,47.32119,-96.51406,910,2018,06,10,73.562,,74.690,,13.163,,716.301,,73.428,
Ada,47.32119,-96.51406,910,2018,06,11,57.239,,67.680,,8.024,,87.864,,61.174,
Ada,47.32119,-96.51406,910,2018,06,12,59.079,,65.483,,4.790,,647.423,,59.900,
Ada,47.32119,-96.51406,910,2018,06,13,65.444,,69.064,,5.984,,756.324,,66.806,
Ada,47.32119,-96.51406,910,2018,06,14,73.013,,71.844,,13.636,,609.946,,73.378,
Ada,47.32119,-96.51406,910,2018,06,15,76.577,,75.241,,8.115,,534.243,,76.319,
Ada,47.32119,-96.51406,910,2018,06,16,68.549,,71.663,,7.118,,215.261,,69.007,
Ada,47.32119,-96.51406,910,2018,06,17,66.551,,68.635,,9.226,,465.432,,65.452,
Ada,47.32119,-96.51406,910,2018,06,18,67.037,,72.152,,6.073,,721.938,,67.365,
Ada,47.32119,-96.51406,910,2018,06,19,69.116,,73.639,,3.257,,508.193,,69.028,
Ada,47.32119,-96.51406,910,2018,06,20,68.810,,74.917,,4.012,,643.602,,70.855,
Ada,47.32119,-96.51406,910,2018,06,21,72.419,,77.617,,2.585,,639.154,,74.038,
Ada,47.32119,-96.51406,910,2018,06,22,74.102,,79.003,,6.472,,611.645,,74.200,
Ada,47.32119,-96.51406,910,2018,06,23,72.383,,78.953,,6.350,,656.629,,72.239,
Ada,47.32119,-96.51406,910,2018,06,24,72.635,,79.447,,8.698,,631.771,,71.777,
Ada,47.32119,-96.51406,910,2018,06,25,70.043,,77.390,,9.365,,509.298,,69.306,
Ada,47.32119,-96.51406,910,2018,06,26,72.158,,78.628,,5.573,,493.271,,72.331,
Ada,47.32119,-96.51406,910,2018,06,27,73.445,,80.296,,6.579,,546.164,,73.906,
Ada,47.32119,-96.51406,910,2018,06,28,73.238,,79.234,,5.606,,437.103,,75.210,
Ada,47.32119,-96.51406,910,2018,06,29,70.268,,75.146,,6.617,,293.231,,71.899,
Ada,47.32119,-96.51406,910,2018,06,30,69.881,,73.929,,5.185,,487.703,,70.988,
Ada,47.32119,-96.51406,910,2018,07,01,69.197,,74.458,,5.205,,495.077,,68.525,
Ada,47.32119,-96.51406,910,2018,07,02,70.349,,75.904,,5.871,,540.675,,70.124,
Ada,47.32119,-96.51406,910,2018,07,03,73.868,,76.279,,7.511,,443.546,,73.905,
Ada,47.32119,-96.51406,910,2018,07,04,73.310,,77.797,,7.290,,621.379,,73.585,
Ada,47.32119,-96.51406,910,2018,07,05,65.435,,77.000,,4.577,,707.864,,65.939,
Ada,47.32119,-96.51406,910,2018,07,06,65.534,,77.047,,7.745,,637.574,,68.608,
Ada,47.32119,-96.51406,910,2018,07,07,79.025,,80.587,,15.074,,655.238,,79.368,
Ada,47.32119,-96.51406,910,2018,07,08,73.409,,78.250,,5.753,,243.485,,75.844,
Ada,47.32119,-96.51406,910,2018,07,09,70.070,,77.055,,3.342,,632.324,,71.474,
Ada,47.32119,-96.51406,910,2018,07,10,72.311,,80.426,,7.179,,603.152,,72.825,
Ada,47.32119,-96.51406,910,2018,07,11,81.545,,81.294,,9.226,,438.851,,80.107,
Ada,47.32119,-96.51406,910,2018,07,12,70.790,,78.688,,5.135,,446.798,,72.369,
Ada,47.32119,-96.51406,910,2018,07,13,72.725,,80.528,,3.445,,674.197,,75.228,
Ada,47.32119,-96.51406,910,2018,07,14,75.902,,82.912,,8.691,,661.582,,77.246,
Ada,47.32119,-96.51406,910,2018,07,15,68.783,,78.959,,7.246,,559.443,,69.242,
Ada,47.32119,-96.51406,910,2018,07,16,63.500,,76.726,,5.503,,685.717,,64.033,
Ada,47.32119,-96.51406,910,2018,07,17,62.402,,77.064,,1.876,,693.998,,63.590,
Ada,47.32119,-96.51406,910,2018,07,18,67.721,,77.413,,5.695,,552.100,,69.502,
Ada,47.32119,-96.51406,910,2018,07,19,68.153,,73.225,,3.662,,137.562,,68.157,
Ada,47.32119,-96.51406,910,2018,07,20,68.873,,71.946,,6.176,,403.108,,67.858,
Ada,47.32119,-96.51406,910,2018,07,21,65.651,,72.283,,3.234,,322.343,,66.114,
Ada,47.32119,-96.51406,910,2018,07,22,71.303,,75.874,,7.361,,606.038,,71.695,
Ada,47.32119,-96.51406,910,2018,07,23,68.558,,76.188,,5.967,,684.257,,69.411,
Ada,47.32119,-96.51406,910,2018,07,24,66.165,E,75.016,,4.404,,657.889,,66.457,
Ada,47.32119,-96.51406,910,2018,07,25,64.652,,74.105,,6.489,,548.273,,64.158,
Ada,47.32119,-96.51406,910,2018,07,26,61.178,,69.261,,8.168,,365.335,,60.513,
Ada,47.32119,-96.51406,910,2018,07,27,61.430,,71.344,,3.201,,627.274,,62.128,
Ada,47.32119,-96.51406,910,2018,07,28,63.446,,73.561,,2.270,,597.211,,64.234,
Ada,47.32119,-96.51406,910,2018,07,29,65.129,,75.196,,2.658,,631.697,,66.131,
Ada,47.32119,-96.51406,910,2018,07,30,67.892,,76.092,,4.160,,633.161,,69.500,
Ada,47.32119,-96.51406,910,2018,07,31,73.958,,76.829,,9.002,,619.486,,73.246,
Ada,47.32119,-96.51406,910,2018,08,01,57.731,,72.664,,7.251,,289.529,,59.614,
Ada,47.32119,-96.51406,910,2018,08,02,56.294,,70.051,,5.718,,598.266,,59.266,
Ada,47.32119,-96.51406,910,2018,08,03,69.719,,72.154,,8.272,,444.075,,69.290,
Ada,47.32119,-96.51406,910,2018,08,04,75.443,,75.304,,7.508,,518.088,,74.849,
Ada,47.32119,-96.51406,910,2018,08,05,70.403,,77.056,,5.677,,583.673,,71.042,
Ada,47.32119,-96.51406,910,2018,08,06,65.750,,76.513,,3.403,,518.993,,64.997,
Ada,47.32119,-96.51406,910,2018,08,07,67.676,,76.030,,6.323,,612.361,,69.437,
Ada,47.32119,-96.51406,910,2018,08,08,73.742,,78.242,,5.881,,564.629,,73.717,
Ada,47.32119,-96.51406,910,2018,08,09,69.872,,78.253,,2.934,,591.389,,70.635,
Ada,47.32119,-96.51406,910,2018,08,10,72.383,,77.685,,3.506,,500.333,,71.908,
Ada,47.32119,-96.51406,910,2018,08,11,74.192,,77.816,,4.040,,534.282,,74.498,
Ada,47.32119,-96.51406,910,2018,08,12,79.772,,79.304,,10.504,,569.628,,79.261,
Ada,47.32119,-96.51406,910,2018,08,13,75.218,,79.650,,9.930,,498.609,,77.404,
Ada,47.32119,-96.51406,910,2018,08,14,60.053,,76.647,,5.182,,535.457,,62.433,
Ada,47.32119,-96.51406,910,2018,08,15,60.033,,74.419,,1.871,,603.037,,61.320,
Ada,47.32119,-96.51406,910,2018,08,16,65.194,,75.336,,2.739,,584.479,,66.147,
Ada,47.32119,-96.51406,910,2018,08,17,66.740,,74.512,,2.599,,399.129,,65.444,
Ada,47.32119,-96.51406,910,2018,08,18,68.792,,73.287,,7.854,,420.431,,70.358,
Ada,47.32119,-96.51406,910,2018,08,19,63.239,,70.822,,7.738,,250.001,,65.995,
Ada,47.32119,-96.51406,910,2018,08,20,63.644,,68.310,,7.147,,528.790,,62.299,
Ada,47.32119,-96.51406,910,2018,08,21,63.311,,70.381,,4.459,,561.132,,62.218,
Ada,47.32119,-96.51406,910,2018,08,22,64.760,,70.449,,6.136,,563.435,,65.233,
Ada,47.32119,-96.51406,910,2018,08,23,69.026,,70.330,,9.536,,425.347,,68.191,
Ada,47.32119,-96.51406,910,2018,08,24,68.945,,72.337,,4.314,,395.118,,68.277,
Ada,47.32119,-96.51406,910,2018,08,25,69.539,,71.764,,5.408,,395.871,,68.230,
Ada,47.32119,-96.51406,910,2018,08,26,65.678,,68.689,,6.582,,156.868,,65.238,
Ada,47.32119,-96.51406,910,2018,08,27,58.343,,65.394,,7.861,,253.330,,56.340,
Ada,47.32119,-96.51406,910,2018,08,28,54.518,,62.482,,5.262,,222.364,,54.665,
Ada,47.32119,-96.51406,910,2018,08,29,57.750,,63.400,,6.302,,502.690,,58.338,
Ada,47.32119,-96.51406,910,2018,08,30,67.010,,66.280,,13.095,,428.756,,67.384,
Ada,47.32119,-96.51406,910,2018,08,31,72.671,,68.530,,6.538,,208.177,,70.639,
Ada,47.32119,-96.51406,910,2018,09,01,63.896,,70.353,,3.387,,536.307,,63.995,
Ada,47.32119,-96.51406,910,2018,09,02,59.805,,69.184,,4.994,,519.291,,61.962,
Ada,47.32119,-96.51406,910,2018,09,03,60.870,,66.287,,7.538,,461.411,,63.232,
Ada,47.32119,-96.51406,910,2018,09,04,64.823,,70.927,,6.474,,346.836,,68.614,
Ada,47.32119,-96.51406,910,2018,09,05,55.230,,67.905,,4.696,,520.605,,55.581,
Ada,47.32119,-96.51406,910,2018,09,06,55.651,,65.091,,4.974,,363.606,,57.784,
Ada,47.32119,-96.51406,910,2018,09,07,64.454,,65.276,,6.615,,306.635,,61.506,
Ada,47.32119,-96.51406,910,2018,09,08,65.066,,64.254,,10.351,,458.849,,64.140,
Ada,47.32119,-96.51406,910,2018,09,09,67.613,,65.224,,13.476,,377.033,,66.580,
Ada,47.32119,-96.51406,910,2018,09,10,66.569,,69.436,,4.998,,480.300,,66.448,
Ada,47.32119,-96.51406,910,2018,09,11,69.377,,69.661,,11.889,,442.010,,72.467,
Ada,47.32119,-96.51406,910,2018,09,12,62.996,,67.311,,8.225,,299.986,,63.834,
Ada,47.32119,-96.51406,910,2018,09,13,66.056,,67.042,,11.038,,89.595,,68.429,
Ada,47.32119,-96.51406,910,2018,09,14,63.311,,67.534,,6.783,,400.646,,63.390,
Ada,47.32119,-96.51406,910,2018,09,15,65.255,,69.016,,7.345,,279.414,,65.576,
Ada,47.32119,-96.51406,910,2018,09,16,72.365,,70.117,,13.238,,398.347,,75.541,
Ada,47.32119,-96.51406,910,2018,09,17,52.869,,64.275,,6.344,,306.021,,49.563,
Ada,47.32119,-96.51406,910,2018,09,18,54.093,,62.159,,3.381,,338.685,,53.142,
Ada,47.32119,-96.51406,910,2018,09,19,54.096,,60.939,,4.945,,270.764,,53.653,
Ada,47.32119,-96.51406,910,2018,09,20,51.039,,57.009,,8.427,,57.779,,50.570,
Ada,47.32119,-96.51406,910,2018,09,21,50.503,,56.636,,8.732,,422.374,,46.438,
Ada,47.32119,-96.51406,910,2018,09,22,54.957,,57.142,,8.833,,415.440,,51.788,
Ada,47.32119,-96.51406,910,2018,09,23,54.282,,58.340,,9.365,,286.988,,50.544,
Ada,47.32119,-96.51406,910,2018,09,24,48.617,,55.533,,4.705,,51.132,,47.743,
Ada,47.32119,-96.51406,910,2018,09,25,45.991,,52.856,,4.223,,242.528,,43.709,
Ada,47.32119,-96.51406,910,2018,09,26,48.387,,51.090,,7.429,,220.492,,46.714,
Ada,47.32119,-96.51406,910,2018,09,27,44.840,,51.883,,8.976,,196.312,,43.957,
Ada,47.32119,-96.51406,910,2018,09,28,35.089,,48.494,,6.946,,244.672,,32.555,
Ada,47.32119,-96.51406,910,2018,09,29,34.709,,43.979,,6.122,,137.323,,33.193,
Ada,47.32119,-96.51406,910,2018,09,30,40.052,,46.096,,5.247,,225.334,,36.799,
Ada,47.32119,-96.51406,910,2018,10,01,45.251,,47.060,,5.024,,169.834,,41.170,
